UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Difference temperature [K],Power
2901,L,300.5,309.3,1574,33.5,101,0,No Failure,8.800000000000011,52729.0
2902,L,300.6,309.4,1425,40.3,103,0,No Failure,8.799999999999955,57427.49999999999
2903,M,300.6,309.4,1541,35.2,105,0,No Failure,8.799999999999955,54243.200000000004
2904,M,300.7,309.5,1733,26.7,108,0,No Failure,8.800000000000011,46271.1
2905,L,300.6,309.4,2496,13.5,111,0,No Failure,8.799999999999955,33696.0
2906,L,300.6,309.4,1552,36.4,113,0,No Failure,8.799999999999955,56492.799999999996
2907,L,300.6,309.3,1409,38.7,115,0,No Failure,8.699999999999989,54528.3
2908,M,300.6,309.4,1581,35.7,117,0,No Failure,8.799999999999955,56441.700000000004
2909,L,300.7,309.5,1251,59.9,120,0,No Failure,8.800000000000011,74934.9
2910,L,300.7,309.6,1500,44.1,122,0,No Failure,8.900000000000034,66150.0
2911,L,300.6,309.5,1576,38.8,124,0,No Failure,8.899999999999977,61148.799999999996
2912,M,300.7,309.5,1352,44.0,126,0,No Failure,8.800000000000011,59488.0
2913,L,300.7,309.6,1661,30.3,129,0,No Failure,8.900000000000034,50328.3
2914,L,300.7,309.6,1541,34.6,131,0,No Failure,8.900000000000034,53318.600000000006
2915,H,300.6,309.6,1888,20.5,133,0,No Failure,9.0,38704.0
2916,L,300.5,309.5,1255,62.1,138,0,No Failure,9.0,77935.5
2917,L,300.6,309.6,1411,41.6,140,0,No Failure,9.0,58697.6
2918,L,300.6,309.5,1516,39.0,142,0,No Failure,8.899999999999977,59124.0
2919,M,300.6,309.5,1492,34.0,144,0,No Failure,8.899999999999977,50728.0
2920,L,300.6,309.6,1726,30.0,147,0,No Failure,9.0,51780.0
2921,L,300.7,309.7,1598,33.7,149,0,No Failure,9.0,53852.600000000006
2922,L,300.8,309.8,1657,31.1,151,0,No Failure,9.0,51532.700000000004
2923,L,300.8,309.7,1481,38.1,153,0,No Failure,8.899999999999977,56426.1
2924,M,300.7,309.7,1397,51.3,155,0,No Failure,9.0,71666.09999999999
2925,L,300.8,309.7,1461,44.3,158,0,No Failure,8.899999999999977,64722.299999999996
2926,M,300.7,309.6,1388,51.1,160,0,No Failure,8.900000000000034,70926.8
2927,L,300.7,309.7,1507,52.4,163,0,No Failure,9.0,78966.8
2928,M,300.7,309.6,1421,49.8,165,0,No Failure,8.900000000000034,70765.8
2929,M,300.8,309.7,1258,54.9,168,0,No Failure,8.899999999999977,69064.2
2930,M,300.8,309.7,1482,39.0,171,0,No Failure,8.899999999999977,57798.0
2931,H,300.7,309.6,1403,51.3,174,0,No Failure,8.900000000000034,71973.9
2932,L,300.8,309.7,1373,45.4,179,0,No Failure,8.899999999999977,62334.2
2933,L,300.9,309.7,1460,42.1,181,0,No Failure,8.800000000000011,61466.0
2934,M,300.8,309.7,1751,27.9,183,0,No Failure,8.899999999999977,48852.899999999994
2935,M,300.8,309.6,1546,42.3,186,0,No Failure,8.800000000000011,65395.799999999996
2936,M,300.8,309.7,1680,28.2,189,0,No Failure,8.899999999999977,47376.0
2937,M,300.9,309.7,1394,48.8,192,0,No Failure,8.800000000000011,68027.2
2938,L,300.7,309.6,1810,26.0,195,0,No Failure,8.900000000000034,47060.0
2939,L,300.7,309.5,1479,34.5,197,0,No Failure,8.800000000000011,51025.5
2940,L,300.9,309.7,1431,41.4,199,0,No Failure,8.800000000000011,59243.4
2941,L,300.9,309.7,2355,14.4,201,0,No Failure,8.800000000000011,33912.0
2942,M,300.7,309.6,1996,19.8,203,1,Tool Wear Failure,8.900000000000034,39520.8
2943,L,300.7,309.5,1461,49.9,0,0,No Failure,8.800000000000011,72903.9
2944,H,300.7,309.5,2007,19.7,2,0,No Failure,8.800000000000011,39537.9
2945,L,300.7,309.6,1505,34.9,7,0,No Failure,8.900000000000034,52524.5
2946,H,300.7,309.6,1925,20.5,9,0,No Failure,8.900000000000034,39462.5
2947,M,300.7,309.5,1622,30.5,14,0,No Failure,8.800000000000011,49471.0
2948,L,300.7,309.5,1592,29.0,17,0,No Failure,8.800000000000011,46168.0
2949,L,300.7,309.5,1850,24.5,19,0,No Failure,8.800000000000011,45325.0
2950,M,300.7,309.5,1470,48.7,21,0,No Failure,8.800000000000011,71589.0
2951,M,300.7,309.5,1445,46.4,24,0,No Failure,8.800000000000011,67048.0
2952,L,300.7,309.5,1685,31.1,27,0,No Failure,8.800000000000011,52403.5
2953,H,300.7,309.5,1667,30.5,29,0,No Failure,8.800000000000011,50843.5
2954,L,300.7,309.5,1578,35.4,34,0,No Failure,8.800000000000011,55861.2
2955,H,300.6,309.4,1691,28.0,36,0,No Failure,8.799999999999955,47348.0
2956,M,300.7,309.5,1439,43.8,41,0,No Failure,8.800000000000011,63028.2
2957,M,300.8,309.6,1404,38.7,44,0,No Failure,8.800000000000011,54334.8
2958,L,300.8,309.6,1498,45.8,47,0,No Failure,8.800000000000011,68608.4
2959,M,300.8,309.5,1481,44.5,49,0,No Failure,8.699999999999989,65904.5
2960,M,300.7,309.4,1589,35.0,52,0,No Failure,8.699999999999989,55615.0
2961,L,300.7,309.5,1467,44.3,55,0,No Failure,8.800000000000011,64988.1
2962,L,300.6,309.4,1654,32.8,57,0,No Failure,8.799999999999955,54251.2
2963,L,300.7,309.5,1508,39.9,59,0,No Failure,8.800000000000011,60169.2
2964,M,300.7,309.6,1439,43.0,61,0,No Failure,8.900000000000034,61877.0
2965,L,300.7,309.5,1692,30.3,64,0,No Failure,8.800000000000011,51267.6
2966,M,300.7,309.5,1838,24.9,66,0,No Failure,8.800000000000011,45766.2
2967,L,300.6,309.3,1601,40.2,69,0,No Failure,8.699999999999989,64360.200000000004
2968,L,300.6,309.4,1369,51.6,71,0,No Failure,8.799999999999955,70640.40000000001
2969,M,300.6,309.4,1312,45.2,73,0,No Failure,8.799999999999955,59302.4
2970,L,300.6,309.4,1468,44.1,76,0,No Failure,8.799999999999955,64738.8
2971,M,300.6,309.4,1452,39.4,78,0,No Failure,8.799999999999955,57208.799999999996
2972,M,300.7,309.5,1393,43.9,81,0,No Failure,8.800000000000011,61152.7
2973,M,300.6,309.4,1432,44.2,84,0,No Failure,8.799999999999955,63294.4
2974,M,300.6,309.3,1510,46.0,87,0,No Failure,8.699999999999989,69460.0
2975,M,300.6,309.4,1521,37.2,90,0,No Failure,8.799999999999955,56581.200000000004
2976,H,300.5,309.4,1360,46.2,93,0,No Failure,8.899999999999977,62832.00000000001
2977,M,300.5,309.3,1881,25.5,98,0,No Failure,8.800000000000011,47965.5
2978,L,300.4,309.3,1413,50.3,101,0,No Failure,8.900000000000034,71073.9
2979,H,300.5,309.4,1642,36.2,103,0,No Failure,8.899999999999977,59440.4
2980,L,300.5,309.5,1542,38.5,108,0,No Failure,9.0,59367.0
2981,L,300.4,309.5,1447,39.3,110,0,No Failure,9.100000000000023,56867.1
2982,H,300.4,309.4,1530,40.4,112,0,No Failure,9.0,61812.0
2983,L,300.5,309.5,1795,27.7,117,0,No Failure,9.0,49721.5
2984,L,300.6,309.6,1290,57.4,119,0,No Failure,9.0,74046.0
2985,L,300.6,309.7,1639,30.4,121,0,No Failure,9.099999999999966,49825.6
2986,L,300.7,309.8,1596,31.5,123,0,No Failure,9.100000000000023,50274.0
2987,L,300.6,309.8,1455,48.0,125,0,No Failure,9.199999999999989,69840.0
2988,M,300.6,309.8,1659,28.9,127,0,No Failure,9.199999999999989,47945.1
2989,M,300.6,309.8,1532,42.5,130,0,No Failure,9.199999999999989,65110.0
2990,L,300.6,309.8,1502,42.4,133,0,No Failure,9.199999999999989,63684.799999999996
2991,L,300.6,309.8,1688,28.6,135,0,No Failure,9.199999999999989,48276.8
2992,M,300.5,309.7,1341,50.9,137,0,No Failure,9.199999999999989,68256.9
2993,M,300.5,309.7,1685,29.4,140,0,No Failure,9.199999999999989,49539.0
2994,M,300.5,309.8,1370,55.9,143,0,No Failure,9.300000000000011,76583.0
2995,L,300.5,309.8,1461,52.5,146,0,No Failure,9.300000000000011,76702.5
2996,L,300.5,309.8,1550,37.4,148,0,No Failure,9.300000000000011,57970.0
2997,M,300.5,309.8,1508,37.8,150,0,No Failure,9.300000000000011,57002.399999999994
2998,L,300.5,309.8,1345,62.7,153,0,No Failure,9.300000000000011,84331.5
2999,L,300.5,309.7,1616,34.5,155,0,No Failure,9.199999999999989,55752.0
3000,L,300.5,309.7,1395,61.0,157,0,No Failure,9.199999999999989,85095.0
3001,H,300.5,309.8,1324,72.8,159,1,Power Failure,9.300000000000011,96387.2
3002,L,300.5,309.8,1445,43.9,164,0,No Failure,9.300000000000011,63435.5
3003,M,300.5,309.8,1555,38.9,166,0,No Failure,9.300000000000011,60489.5
3004,M,300.6,309.9,1449,42.4,169,0,No Failure,9.299999999999955,61437.6
3005,M,300.5,309.9,1466,53.2,172,0,No Failure,9.399999999999977,77991.2
3006,L,300.5,309.9,1503,37.4,175,0,No Failure,9.399999999999977,56212.2
3007,L,300.4,309.7,1488,35.7,177,0,No Failure,9.300000000000011,53121.600000000006
3008,L,300.4,309.7,1314,50.2,179,0,No Failure,9.300000000000011,65962.8
3009,M,300.4,309.7,1547,38.0,181,0,No Failure,9.300000000000011,58786.0
3010,M,300.4,309.7,1466,39.8,184,0,No Failure,9.300000000000011,58346.799999999996
3011,L,300.3,309.6,1537,37.1,187,0,No Failure,9.300000000000011,57022.700000000004
3012,M,300.2,309.5,1434,51.5,189,0,No Failure,9.300000000000011,73851.0
3013,L,300.4,309.6,1432,44.7,192,0,No Failure,9.200000000000045,64010.4
3014,L,300.5,309.6,1390,48.4,194,0,No Failure,9.100000000000023,67276.0
3015,L,300.5,309.7,1580,42.8,196,0,No Failure,9.199999999999989,67624.0
3016,L,300.5,309.7,1589,30.5,198,0,No Failure,9.199999999999989,48464.5
3017,L,300.5,309.8,1441,48.8,200,0,No Failure,9.300000000000011,70320.8
3018,L,300.5,309.8,1305,51.7,202,0,No Failure,9.300000000000011,67468.5
3019,M,300.5,309.8,1566,35.9,204,0,No Failure,9.300000000000011,56219.399999999994
3020,L,300.5,309.8,1379,54.2,207,1,Overstrain Failure,9.300000000000011,74741.8
3021,L,300.4,309.6,1543,38.1,209,0,No Failure,9.200000000000045,58788.3
3022,L,300.5,309.8,1421,49.6,211,0,No Failure,9.300000000000011,70481.6
3023,L,300.5,309.6,1760,30.6,213,0,No Failure,9.100000000000023,53856.0
3024,L,300.4,309.5,1711,29.2,215,0,No Failure,9.100000000000023,49961.2
3025,L,300.5,309.6,1465,41.6,217,0,No Failure,9.100000000000023,60944.0
3026,L,300.5,309.6,1366,50.2,219,0,No Failure,9.100000000000023,68573.2
3027,M,300.4,309.5,1888,21.9,221,0,No Failure,9.100000000000023,41347.2
3028,L,300.5,309.5,1777,23.6,0,0,No Failure,9.0,41937.200000000004
3029,L,300.5,309.5,1379,55.6,2,0,No Failure,9.0,76672.40000000001
3030,L,300.4,309.5,1525,51.3,4,0,No Failure,9.100000000000023,78232.5
3031,M,300.4,309.6,1563,34.0,6,0,No Failure,9.200000000000045,53142.0
3032,M,300.5,309.7,1389,43.3,9,0,No Failure,9.199999999999989,60143.7
3033,M,300.6,309.8,1447,42.9,12,0,No Failure,9.199999999999989,62076.299999999996
3034,M,300.6,309.7,1934,22.8,15,0,No Failure,9.099999999999966,44095.200000000004
3035,H,300.6,309.7,1470,43.8,18,0,No Failure,9.099999999999966,64385.99999999999
3036,M,300.6,309.7,1428,42.6,23,0,No Failure,9.099999999999966,60832.8
3037,L,300.4,309.6,1319,48.1,26,0,No Failure,9.200000000000045,63443.9
3038,L,300.5,309.7,1887,24.3,28,0,No Failure,9.199999999999989,45854.1
3039,L,300.4,309.5,1349,50.4,30,0,No Failure,9.100000000000023,67989.59999999999
3040,M,300.3,309.5,1665,31.4,32,0,No Failure,9.199999999999989,52281.0
3041,L,300.3,309.5,1474,38.7,35,0,No Failure,9.199999999999989,57043.8
3042,L,300.4,309.5,1543,38.9,37,0,No Failure,9.100000000000023,60022.7
3043,M,300.2,309.4,1459,43.9,39,0,No Failure,9.199999999999989,64050.1
3044,L,300.3,309.5,1551,37.9,42,0,No Failure,9.199999999999989,58782.899999999994
3045,L,300.2,309.4,1981,21.4,44,0,No Failure,9.199999999999989,42393.399999999994
3046,L,300.2,309.4,1526,35.3,46,0,No Failure,9.199999999999989,53867.799999999996
3047,M,300.2,309.4,1501,40.0,48,0,No Failure,9.199999999999989,60040.0
3048,L,300.2,309.4,1558,38.3,51,0,No Failure,9.199999999999989,59671.399999999994
3049,L,300.2,309.3,1532,43.2,53,0,No Failure,9.100000000000023,66182.40000000001
3050,L,300.1,309.2,1326,55.9,55,0,No Failure,9.099999999999966,74123.4
3051,L,300.2,309.2,1431,51.3,57,0,No Failure,9.0,73410.3
3052,L,300.2,309.3,1366,49.3,59,0,No Failure,9.100000000000023,67343.8
3053,L,300.1,309.2,1421,42.5,61,0,No Failure,9.099999999999966,60392.5
3054,H,300.2,309.3,1506,35.6,63,0,No Failure,9.100000000000023,53613.6
3055,H,300.2,309.3,1342,48.7,68,0,No Failure,9.100000000000023,65355.4
3056,L,300.1,309.2,1427,37.6,73,0,No Failure,9.099999999999966,53655.200000000004
3057,L,300.2,309.2,1667,29.9,75,0,No Failure,9.0,49843.299999999996
3058,L,300.1,309.1,1400,46.7,77,0,No Failure,9.0,65380.00000000001
3059,L,300.0,309.0,1709,32.1,79,0,No Failure,9.0,54858.9
3060,M,300.0,309.0,1368,45.8,81,0,No Failure,9.0,62654.399999999994
3061,L,300.0,309.1,1882,23.8,84,0,No Failure,9.100000000000023,44791.6
3062,L,300.1,309.1,1353,58.7,86,0,No Failure,9.0,79421.1
3063,L,299.9,309.0,1553,40.0,88,0,No Failure,9.100000000000023,62120.0
3064,L,300.0,309.1,1431,45.4,90,0,No Failure,9.100000000000023,64967.4
3065,M,300.1,309.1,1731,30.4,92,0,No Failure,9.0,52622.399999999994
3066,M,300.1,309.2,1687,27.7,95,0,Random Failures,9.099999999999966,46729.9
3067,M,300.1,309.2,1457,44.3,98,0,No Failure,9.099999999999966,64545.1
3068,L,300.1,309.2,1533,37.0,101,0,No Failure,9.099999999999966,56721.0
3069,H,300.0,309.0,1622,31.8,103,0,No Failure,9.0,51579.6
3070,L,300.0,309.1,1791,28.2,108,0,No Failure,9.100000000000023,50506.2
3071,L,300.0,309.1,1631,28.3,110,0,No Failure,9.100000000000023,46157.3
3072,L,300.0,309.0,2174,16.9,112,0,No Failure,9.0,36740.6
3073,L,300.1,309.0,1314,58.2,114,0,No Failure,8.899999999999977,76474.8
3074,L,300.1,309.1,1478,46.9,116,0,No Failure,9.0,69318.2
3075,L,300.1,309.2,1783,27.3,118,0,No Failure,9.099999999999966,48675.9
3076,M,300.1,309.2,1385,46.1,120,0,No Failure,9.099999999999966,63848.5
3077,L,300.0,309.2,1444,43.6,123,0,No Failure,9.199999999999989,62958.4
3078,L,300.1,309.3,1841,23.0,125,0,No Failure,9.199999999999989,42343.0
3079,M,300.1,309.4,1349,56.2,127,0,No Failure,9.299999999999955,75813.8
3080,L,300.1,309.3,1340,56.0,130,0,No Failure,9.199999999999989,75040.0
3081,M,299.9,309.2,1539,43.2,132,0,No Failure,9.300000000000011,66484.8
3082,M,300.0,309.3,1932,21.8,135,0,No Failure,9.300000000000011,42117.6
3083,M,300.0,309.3,1407,43.9,138,0,No Failure,9.300000000000011,61767.299999999996
3084,L,300.1,309.3,1712,28.5,141,0,No Failure,9.199999999999989,48792.0
3085,H,300.1,309.4,1329,55.2,143,0,No Failure,9.299999999999955,73360.8
3086,L,300.1,309.2,1441,42.9,148,0,No Failure,9.099999999999966,61818.9
3087,L,300.0,309.2,1610,32.1,150,0,No Failure,9.199999999999989,51681.0
3088,M,300.0,309.1,1474,45.2,152,0,No Failure,9.100000000000023,66624.8
3089,M,300.0,309.1,1624,30.8,155,0,No Failure,9.100000000000023,50019.200000000004
3090,H,300.1,309.3,1520,38.2,158,0,No Failure,9.199999999999989,58064.00000000001
3091,H,300.1,309.3,1448,45.8,163,0,No Failure,9.199999999999989,66318.4
3092,L,300.0,309.3,1558,29.7,168,0,No Failure,9.300000000000011,46272.6
3093,M,300.0,309.3,2293,16.3,170,0,No Failure,9.300000000000011,37375.9
3094,L,300.0,309.3,1397,51.2,173,0,No Failure,9.300000000000011,71526.40000000001
3095,L,300.0,309.3,1972,22.0,175,0,No Failure,9.300000000000011,43384.0
3096,M,299.9,309.2,1574,36.5,177,0,No Failure,9.300000000000011,57451.0
3097,L,299.9,309.2,1560,38.9,180,0,No Failure,9.300000000000011,60684.0
3098,M,299.9,309.2,1353,49.8,182,0,No Failure,9.300000000000011,67379.4
3099,M,299.9,309.2,1389,51.2,185,0,No Failure,9.300000000000011,71116.8
3100,M,299.9,309.1,1513,43.8,188,0,No Failure,9.200000000000045,66269.4
3101,L,299.8,309.1,1578,42.1,191,0,No Failure,9.300000000000011,66433.8
3102,H,299.8,309.0,1467,37.3,193,0,No Failure,9.199999999999989,54719.1
3103,L,299.9,309.1,1412,48.3,198,0,No Failure,9.200000000000045,68199.59999999999
3104,L,299.8,309.1,1668,30.3,200,0,No Failure,9.300000000000011,50540.4
3105,M,299.8,309.2,1678,29.8,202,0,No Failure,9.399999999999977,50004.4
3106,L,299.8,309.1,1612,35.4,205,0,No Failure,9.300000000000011,57064.799999999996
3107,L,299.8,309.1,1485,39.9,207,0,No Failure,9.300000000000011,59251.5
3108,M,299.8,309.1,1456,39.4,209,0,No Failure,9.300000000000011,57366.4
3109,L,299.8,309.2,1504,38.7,212,0,No Failure,9.399999999999977,58204.8
3110,L,299.9,309.2,1491,44.3,214,0,No Failure,9.300000000000011,66051.3
3111,H,299.9,309.2,1525,33.2,0,0,No Failure,9.300000000000011,50630.00000000001
3112,L,300.0,309.2,1759,27.9,5,0,No Failure,9.199999999999989,49076.1
3113,M,299.8,309.1,1355,56.7,7,0,No Failure,9.300000000000011,76828.5
3114,M,299.9,309.1,1345,56.8,10,0,No Failure,9.200000000000045,76396.0
3115,M,299.9,309.2,1683,30.5,13,0,No Failure,9.300000000000011,51331.5
3116,L,299.9,309.2,1658,34.8,16,0,No Failure,9.300000000000011,57698.399999999994
3117,L,300.0,309.2,1566,34.4,18,0,No Failure,9.199999999999989,53870.399999999994
3118,M,300.1,309.3,1469,43.9,20,0,No Failure,9.199999999999989,64489.1
3119,M,300.2,309.5,1458,46.9,23,0,No Failure,9.300000000000011,68380.2
3120,L,300.1,309.4,1858,23.6,26,0,No Failure,9.299999999999955,43848.8
3121,H,300.1,309.4,1563,40.8,28,0,No Failure,9.299999999999955,63770.399999999994
3122,L,300.1,309.4,2141,17.9,33,0,No Failure,9.299999999999955,38323.899999999994
3123,L,300.0,309.3,1473,46.0,35,0,No Failure,9.300000000000011,67758.0
3124,H,300.0,309.4,1498,38.5,37,0,No Failure,9.399999999999977,57673.0
3125,L,300.1,309.4,1568,39.7,42,0,No Failure,9.299999999999955,62249.600000000006
3126,L,300.1,309.4,1694,27.4,44,0,No Failure,9.299999999999955,46415.6
3127,L,300.0,309.4,1499,35.7,46,0,No Failure,9.399999999999977,53514.3
3128,L,300.0,309.5,1717,28.3,48,0,No Failure,9.5,48591.1
3129,M,300.1,309.5,1462,42.8,50,0,No Failure,9.399999999999977,62573.6
3130,L,300.1,309.6,1642,34.5,53,0,No Failure,9.5,56649.0
3131,L,300.1,309.6,1760,25.4,55,0,No Failure,9.5,44704.0
3132,L,300.1,309.5,1660,32.7,57,0,No Failure,9.399999999999977,54282.00000000001
3133,L,300.1,309.5,1557,40.6,59,0,No Failure,9.399999999999977,63214.200000000004
3134,H,300.2,309.6,1442,49.2,61,0,No Failure,9.400000000000034,70946.40000000001
3135,L,300.2,309.6,1359,51.5,66,0,No Failure,9.400000000000034,69988.5
3136,L,300.4,309.8,1342,52.5,68,0,No Failure,9.400000000000034,70455.0
3137,L,300.4,309.9,1435,54.8,70,0,No Failure,9.5,78638.0
3138,L,300.4,309.9,1567,36.5,72,0,No Failure,9.5,57195.5
3139,L,300.4,309.9,1376,43.5,74,0,No Failure,9.5,59856.0
3140,H,300.4,309.9,1513,38.7,76,0,No Failure,9.5,58553.100000000006
3141,H,300.4,309.9,2563,12.8,81,1,Power Failure,9.5,32806.4
3142,L,300.5,310.0,1521,45.1,86,0,No Failure,9.5,68597.1
3143,L,300.6,310.0,1658,34.7,88,0,No Failure,9.399999999999977,57532.600000000006
3144,H,300.6,310.0,1419,42.4,90,0,No Failure,9.399999999999977,60165.6
3145,M,300.6,310.0,1478,36.3,95,0,No Failure,9.399999999999977,53651.399999999994
3146,M,300.5,310.0,1415,43.5,98,0,No Failure,9.5,61552.5
3147,M,300.5,309.9,1780,26.5,101,0,No Failure,9.399999999999977,47170.0
3148,M,300.4,309.7,1440,42.8,104,0,No Failure,9.300000000000011,61631.99999999999
3149,H,300.4,309.8,1448,39.7,107,0,No Failure,9.400000000000034,57485.600000000006
3150,H,300.4,309.7,1500,35.2,112,0,No Failure,9.300000000000011,52800.00000000001
3151,L,300.4,309.8,1513,32.9,117,0,No Failure,9.400000000000034,49777.7
3152,L,300.5,309.8,1428,43.8,119,0,No Failure,9.300000000000011,62546.399999999994
3153,M,300.5,309.8,1473,42.3,121,0,No Failure,9.300000000000011,62307.899999999994
3154,M,300.5,309.9,1483,49.3,124,0,No Failure,9.399999999999977,73111.9
3155,L,300.4,309.7,1534,42.5,127,0,No Failure,9.300000000000011,65195.0
3156,L,300.5,309.8,1367,54.0,129,0,No Failure,9.300000000000011,73818.0
3157,L,300.4,309.7,1467,36.9,131,0,No Failure,9.300000000000011,54132.299999999996
3158,M,300.4,309.7,1488,42.2,133,0,No Failure,9.300000000000011,62793.600000000006
3159,L,300.4,309.7,1679,30.1,136,0,No Failure,9.300000000000011,50537.9
3160,H,300.4,309.8,1409,47.5,138,0,No Failure,9.400000000000034,66927.5
3161,M,300.4,309.7,1367,51.2,143,0,No Failure,9.300000000000011,69990.40000000001
3162,L,300.4,309.8,1314,63.1,146,0,No Failure,9.400000000000034,82913.40000000001
3163,L,300.5,309.9,1480,40.0,148,0,No Failure,9.399999999999977,59200.0
3164,L,300.4,309.8,1549,38.9,150,0,No Failure,9.400000000000034,60256.1
3165,L,300.4,309.7,1685,31.3,152,0,No Failure,9.300000000000011,52740.5
3166,L,300.4,309.6,1536,34.5,154,0,No Failure,9.200000000000045,52992.0
3167,M,300.4,309.7,1539,37.7,156,0,No Failure,9.300000000000011,58020.3
3168,L,300.4,309.7,1384,45.1,159,0,No Failure,9.300000000000011,62418.4
3169,M,300.4,309.6,1614,30.3,161,0,No Failure,9.200000000000045,48904.200000000004
3170,M,300.4,309.6,1675,35.5,164,0,No Failure,9.200000000000045,59462.5
3171,M,300.4,309.7,1685,32.3,167,0,No Failure,9.300000000000011,54425.49999999999
3172,L,300.4,309.6,1386,56.9,170,0,No Failure,9.200000000000045,78863.4
3173,M,300.3,309.6,1488,41.3,172,0,No Failure,9.300000000000011,61454.399999999994
3174,L,300.3,309.6,1624,32.6,175,0,No Failure,9.300000000000011,52942.4
3175,L,300.3,309.6,1600,34.6,177,0,No Failure,9.300000000000011,55360.0
3176,L,300.3,309.6,1468,44.7,179,0,No Failure,9.300000000000011,65619.6
3177,L,300.3,309.6,1435,45.4,181,0,No Failure,9.300000000000011,65149.0
3178,M,300.2,309.5,1564,33.4,183,0,No Failure,9.300000000000011,52237.6
3179,M,300.2,309.4,1329,53.6,186,0,No Failure,9.199999999999989,71234.40000000001
3180,L,300.1,309.3,1570,36.8,189,0,No Failure,9.199999999999989,57775.99999999999
3181,M,300.2,309.4,1433,48.8,191,0,No Failure,9.199999999999989,69930.4
3182,L,300.2,309.4,1527,37.0,194,0,No Failure,9.199999999999989,56499.0
3183,M,300.1,309.3,1443,50.3,196,0,No Failure,9.199999999999989,72582.9
3184,L,300.1,309.3,1616,32.0,199,0,No Failure,9.199999999999989,51712.0
3185,L,300.1,309.3,1654,31.0,201,0,No Failure,9.199999999999989,51274.0
3186,L,300.1,309.3,1685,27.1,203,0,No Failure,9.199999999999989,45663.5
3187,M,300.2,309.4,1456,48.8,205,0,No Failure,9.199999999999989,71052.8
3188,M,300.2,309.4,1752,27.8,208,0,No Failure,9.199999999999989,48705.6
3189,M,300.1,309.2,1438,51.0,211,0,No Failure,9.099999999999966,73338.0
3190,L,300.1,309.1,1551,33.7,214,0,No Failure,9.0,52268.700000000004
3191,L,300.1,309.2,1599,30.1,216,0,No Failure,9.099999999999966,48129.9
3192,M,300.1,309.2,1732,33.7,218,0,No Failure,9.099999999999966,58368.4
3193,M,300.1,309.2,1418,39.8,221,0,No Failure,9.099999999999966,56436.399999999994
3194,L,300.0,309.1,1401,44.5,0,0,No Failure,9.100000000000023,62344.5
3195,L,300.0,309.0,1454,51.7,2,0,No Failure,9.0,75171.8
